,Cage,Trt,Date,Date2,Hour,Behavior,n_prime,n,nadj,prop,Trt2,Behavioral.category
1098,922587,YFP,20190808,5,01,Chasing,0,3,3,20,Female Pairs,Agonistic
1099,922587,YFP,20190808,5,02,Chasing,0,0,0,0,Female Pairs,Agonistic
1100,922587,YFP,20190808,5,03,Chasing,0,0,0,0,Female Pairs,Agonistic
1101,922587,YFP,20190808,5,04,Chasing,0,0,0,0,Female Pairs,Agonistic
1102,922587,YFP,20190808,5,05,Chasing,0,0,0,0,Female Pairs,Agonistic
1103,922587,YFP,20190808,6,20,Chasing,0,0,0,0,Female Pairs,Agonistic
1104,922587,YFP,20190808,6,21,Chasing,0,0,0,0,Female Pairs,Agonistic
1105,922587,YFP,20190808,6,22,Chasing,0,0,0,0,Female Pairs,Agonistic
1106,922587,YFP,20190808,6,23,Chasing,0,0,0,0,Female Pairs,Agonistic
1107,922587,YFP,20190809,,00,Chasing,0,0,0,0,Female Pairs,Agonistic
1108,922587,YFP,20190809,,01,Chasing,0,0,0,0,Female Pairs,Agonistic
1109,922587,YFP,20190809,,02,Chasing,0,0,0,0,Female Pairs,Agonistic
1110,922587,YFP,20190809,,03,Chasing,0,0,0,0,Female Pairs,Agonistic
1111,922587,YFP,20190809,,04,Chasing,0,0,0,0,Female Pairs,Agonistic
1112,922587,YFP,20190809,,05,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1113,922587,YFP,20190815,,20,Chasing,0,0,0,0,Female Pairs,Agonistic
1114,922587,YFP,20190815,,21,Chasing,0,4,4,26.66666667,Female Pairs,Agonistic
1115,922587,YFP,20190815,,22,Chasing,0,0,0,0,Female Pairs,Agonistic
1116,922587,YFP,20190815,,23,Chasing,0,0,0,0,Female Pairs,Agonistic
1117,922587,YFP,20190816,,00,Chasing,0,0,0,0,Female Pairs,Agonistic
1118,922587,YFP,20190816,,01,Chasing,0,2,2,13.33333333,Female Pairs,Agonistic
1119,922587,YFP,20190816,,02,Chasing,0,0,0,0,Female Pairs,Agonistic
1120,922587,YFP,20190816,,03,Chasing,0,0,0,0,Female Pairs,Agonistic
1121,922587,YFP,20190816,,04,Chasing,0,3,3,20,Female Pairs,Agonistic
1122,922587,YFP,20190816,,05,Chasing,0,0,0,0,Female Pairs,Agonistic
1123,922587,YFP,20190816,,20,Chasing,0,0,0,0,Female Pairs,Agonistic
1124,922587,YFP,20190816,,21,Chasing,0,0,0,0,Female Pairs,Agonistic
1125,922587,YFP,20190816,,22,Chasing,0,2,2,13.33333333,Female Pairs,Agonistic
1126,922587,YFP,20190816,,23,Chasing,0,0,0,0,Female Pairs,Agonistic
1127,922587,YFP,20190817,,00,Chasing,0,0,0,0,Female Pairs,Agonistic
1128,922587,YFP,20190817,,01,Chasing,0,0,0,0,Female Pairs,Agonistic
1129,922587,YFP,20190817,,02,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1130,922587,YFP,20190817,,03,Chasing,0,2,2,13.33333333,Female Pairs,Agonistic
1131,922587,YFP,20190817,,04,Chasing,0,0,0,0,Female Pairs,Agonistic
1132,922587,YFP,20190817,,05,Chasing,0,0,0,0,Female Pairs,Agonistic
1133,922587,YFP,20190817,,20,Chasing,0,0,0,0,Female Pairs,Agonistic
1134,922587,YFP,20190817,,21,Chasing,0,0,0,0,Female Pairs,Agonistic
1135,922587,YFP,20190817,,22,Chasing,0,0,0,0,Female Pairs,Agonistic
1136,922587,YFP,20190817,,23,Chasing,0,0,0,0,Female Pairs,Agonistic
1137,922587,YFP,20190818,,00,Chasing,0,0,0,0,Female Pairs,Agonistic
1138,922587,YFP,20190818,,01,Chasing,0,0,0,0,Female Pairs,Agonistic
1139,922587,YFP,20190818,,02,Chasing,0,0,0,0,Female Pairs,Agonistic
1140,922587,YFP,20190818,,03,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1141,922587,YFP,20190818,,04,Chasing,0,0,0,0,Female Pairs,Agonistic
1142,922587,YFP,20190818,,05,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1143,922587,YFP,20190818,,20,Chasing,0,0,0,0,Female Pairs,Agonistic
1144,922587,YFP,20190818,,21,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1145,922587,YFP,20190818,,22,Chasing,0,0,0,0,Female Pairs,Agonistic
1146,922587,YFP,20190818,,23,Chasing,0,0,0,0,Female Pairs,Agonistic
1147,922587,YFP,20190819,,00,Chasing,0,0,0,0,Female Pairs,Agonistic
1148,922587,YFP,20190819,,01,Chasing,0,0,0,0,Female Pairs,Agonistic
1149,922587,YFP,20190819,,02,Chasing,0,8,8,53.33333333,Female Pairs,Agonistic
1150,922587,YFP,20190819,,03,Chasing,0,3,3,20,Female Pairs,Agonistic
1151,922587,YFP,20190819,,04,Chasing,0,0,0,0,Female Pairs,Agonistic
1152,922587,YFP,20190819,,05,Chasing,0,2,2,13.33333333,Female Pairs,Agonistic
1153,925878,AFP,20200121,,20,Chasing,0,0,0,0,Aged Females,Agonistic
1154,925878,AFP,20200121,,21,Chasing,0,0,0,0,Aged Females,Agonistic
1155,925878,AFP,20200121,,22,Chasing,0,0,0,0,Aged Females,Agonistic
1156,925878,AFP,20200121,,23,Chasing,0,0,0,0,Aged Females,Agonistic
1157,925878,AFP,20200122,,00,Chasing,0,0,0,0,Aged Females,Agonistic
1158,925878,AFP,20200122,,01,Chasing,0,0,0,0,Aged Females,Agonistic
1159,925878,AFP,20200122,,02,Chasing,0,0,0,0,Aged Females,Agonistic
1160,925878,AFP,20200122,,03,Chasing,0,0,0,0,Aged Females,Agonistic
1161,925878,AFP,20200122,,04,Chasing,0,0,0,0,Aged Females,Agonistic
1162,925878,AFP,20200122,,05,Chasing,0,0,0,0,Aged Females,Agonistic
1163,925878,AFP,20200122,,20,Chasing,0,0,0,0,Aged Females,Agonistic
1164,925878,AFP,20200122,,21,Chasing,0,0,0,0,Aged Females,Agonistic
1165,925878,AFP,20200122,,22,Chasing,0,0,0,0,Aged Females,Agonistic
1166,925878,AFP,20200122,,23,Chasing,0,0,0,0,Aged Females,Agonistic
1167,925878,AFP,20200123,,00,Chasing,0,0,0,0,Aged Females,Agonistic
1168,925878,AFP,20200123,,01,Chasing,0,0,0,0,Aged Females,Agonistic
1169,925878,AFP,20200123,,02,Chasing,0,0,0,0,Aged Females,Agonistic
1170,925878,AFP,20200123,,03,Chasing,0,0,0,0,Aged Females,Agonistic
1171,925878,AFP,20200123,,04,Chasing,0,0,0,0,Aged Females,Agonistic
1172,925878,AFP,20200123,,05,Chasing,0,0,0,0,Aged Females,Agonistic
1173,925878,AFP,20200123,,20,Chasing,0,0,0,0,Aged Females,Agonistic
1174,925878,AFP,20200123,,21,Chasing,0,0,0,0,Aged Females,Agonistic
1175,925878,AFP,20200123,,22,Chasing,0,0,0,0,Aged Females,Agonistic
1176,925878,AFP,20200123,,23,Chasing,0,0,0,0,Aged Females,Agonistic
1177,925878,AFP,20200124,,00,Chasing,0,0,0,0,Aged Females,Agonistic
1178,925878,AFP,20200124,,01,Chasing,0,0,0,0,Aged Females,Agonistic
1179,925878,AFP,20200124,,02,Chasing,0,0,0,0,Aged Females,Agonistic
1180,925878,AFP,20200124,,03,Chasing,0,0,0,0,Aged Females,Agonistic
1181,925878,AFP,20200124,,04,Chasing,0,0,0,0,Aged Females,Agonistic
1182,925878,AFP,20200124,,05,Chasing,0,0,0,0,Aged Females,Agonistic
1183,925878,AFP,20200130,,20,Chasing,0,0,0,0,Aged Females,Agonistic
1184,925878,AFP,20200130,,21,Chasing,0,0,0,0,Aged Females,Agonistic
1185,925878,AFP,20200130,,22,Chasing,0,0,0,0,Aged Females,Agonistic
1186,925878,AFP,20200130,,23,Chasing,0,0,0,0,Aged Females,Agonistic
1187,925878,AFP,20200131,,00,Chasing,0,0,0,0,Aged Females,Agonistic
1188,925878,AFP,20200131,,01,Chasing,0,0,0,0,Aged Females,Agonistic
1189,925878,AFP,20200131,,02,Chasing,0,0,0,0,Aged Females,Agonistic
1190,925878,AFP,20200131,,03,Chasing,0,0,0,0,Aged Females,Agonistic
1191,925878,AFP,20200131,,04,Chasing,0,0,0,0,Aged Females,Agonistic
1192,925878,AFP,20200131,,05,Chasing,0,0,0,0,Aged Females,Agonistic
1193,925878,AFP,20200131,,20,Chasing,0,0,0,0,Aged Females,Agonistic
1194,925878,AFP,20200131,,21,Chasing,0,0,0,0,Aged Females,Agonistic
1195,925878,AFP,20200131,,22,Chasing,0,0,0,0,Aged Females,Agonistic
1196,925878,AFP,20200131,,23,Chasing,0,0,0,0,Aged Females,Agonistic
1197,925878,AFP,20200201,,00,Chasing,0,0,0,0,Aged Females,Agonistic
1198,925878,AFP,20200201,,01,Chasing,0,0,0,0,Aged Females,Agonistic
1199,925878,AFP,20200201,,02,Chasing,0,0,0,0,Aged Females,Agonistic
1200,925878,AFP,20200201,,03,Chasing,0,0,0,0,Aged Females,Agonistic
1201,925878,AFP,20200201,,04,Chasing,0,0,0,0,Aged Females,Agonistic
1202,925878,AFP,20200201,,05,Chasing,0,0,0,0,Aged Females,Agonistic
1203,925878,AFP,20200201,,20,Chasing,0,0,0,0,Aged Females,Agonistic
1204,925878,AFP,20200201,,21,Chasing,0,0,0,0,Aged Females,Agonistic
1205,925878,AFP,20200201,,22,Chasing,0,0,0,0,Aged Females,Agonistic
1206,925878,AFP,20200201,,23,Chasing,0,0,0,0,Aged Females,Agonistic
1207,925878,AFP,20200202,,00,Chasing,0,0,0,0,Aged Females,Agonistic
1208,925878,AFP,20200202,,01,Chasing,0,0,0,0,Aged Females,Agonistic
1209,925878,AFP,20200202,,02,Chasing,0,0,0,0,Aged Females,Agonistic
1210,925878,AFP,20200202,,03,Chasing,0,0,0,0,Aged Females,Agonistic
1211,925878,AFP,20200202,,04,Chasing,0,0,0,0,Aged Females,Agonistic
1212,925878,AFP,20200202,,05,Chasing,0,0,0,0,Aged Females,Agonistic
1213,925878,AFP,20200202,,20,Chasing,0,0,0,0,Aged Females,Agonistic
1214,925878,AFP,20200202,,21,Chasing,0,0,0,0,Aged Females,Agonistic
1215,925878,AFP,20200202,,22,Chasing,0,0,0,0,Aged Females,Agonistic
1216,925878,AFP,20200202,,23,Chasing,0,0,0,0,Aged Females,Agonistic
1217,925878,AFP,20200203,,00,Chasing,0,0,0,0,Aged Females,Agonistic
1218,925878,AFP,20200204,,20,Chasing,0,0,0,0,Aged Females,Agonistic
1219,925878,AFP,20200204,,21,Chasing,0,0,0,0,Aged Females,Agonistic
1220,925878,AFP,20200204,,22,Chasing,0,0,0,0,Aged Females,Agonistic
1221,925878,AFP,20200204,,23,Chasing,0,0,0,0,Aged Females,Agonistic
1222,925878,AFP,20200205,,00,Chasing,0,0,0,0,Aged Females,Agonistic
1223,925878,AFP,20200205,,01,Chasing,0,0,0,0,Aged Females,Agonistic
1224,925878,AFP,20200205,,02,Chasing,0,0,0,0,Aged Females,Agonistic
1225,925878,AFP,20200205,,03,Chasing,0,0,0,0,Aged Females,Agonistic
1226,925878,AFP,20200205,,04,Chasing,0,0,0,0,Aged Females,Agonistic
1227,925878,AFP,20200205,,05,Chasing,0,0,0,0,Aged Females,Agonistic
1228,925878,AFP,20200205,,20,Chasing,0,0,0,0,Aged Females,Agonistic
1229,925878,AFP,20200205,,21,Chasing,0,0,0,0,Aged Females,Agonistic
1230,925878,AFP,20200205,,22,Chasing,0,0,0,0,Aged Females,Agonistic
1231,925878,AFP,20200205,,23,Chasing,0,0,0,0,Aged Females,Agonistic
1232,925878,AFP,20200206,,00,Chasing,0,0,0,0,Aged Females,Agonistic
1233,925878,AFP,20200206,,01,Chasing,0,0,0,0,Aged Females,Agonistic
1234,925878,AFP,20200206,,02,Chasing,0,0,0,0,Aged Females,Agonistic
1235,925878,AFP,20200206,,03,Chasing,0,0,0,0,Aged Females,Agonistic
1236,925878,AFP,20200206,,04,Chasing,0,0,0,0,Aged Females,Agonistic
1237,925878,AFP,20200206,,05,Chasing,0,0,0,0,Aged Females,Agonistic
1238,925878,AFP,20200206,,20,Chasing,0,0,0,0,Aged Females,Agonistic
1239,925878,AFP,20200206,,21,Chasing,0,0,0,0,Aged Females,Agonistic
1240,925878,AFP,20200206,,22,Chasing,0,0,0,0,Aged Females,Agonistic
1241,925878,AFP,20200206,,23,Chasing,0,0,0,0,Aged Females,Agonistic
1242,925878,AFP,20200207,,00,Chasing,0,0,0,0,Aged Females,Agonistic
1243,925878,AFP,20200207,,01,Chasing,0,0,0,0,Aged Females,Agonistic
1244,925878,AFP,20200207,,02,Chasing,0,0,0,0,Aged Females,Agonistic
1245,925878,AFP,20200207,,03,Chasing,0,0,0,0,Aged Females,Agonistic
1246,925878,AFP,20200207,,04,Chasing,0,0,0,0,Aged Females,Agonistic
1247,925878,AFP,20200207,,05,Chasing,0,0,0,0,Aged Females,Agonistic
1248,927693,YMP,20190801,,00,Chasing,0,0,0,0,Male Pairs,Agonistic
1249,927693,YMP,20190801,,01,Chasing,0,7,7,46.66666667,Male Pairs,Agonistic
1250,927693,YMP,20190801,,02,Chasing,0,1,1,6.666666667,Male Pairs,Agonistic
1251,927693,YMP,20190801,,03,Chasing,0,0,0,0,Male Pairs,Agonistic
1252,927693,YMP,20190801,,04,Chasing,0,0,0,0,Male Pairs,Agonistic
1253,927693,YMP,20190801,,05,Chasing,0,0,0,0,Male Pairs,Agonistic
1254,927693,YMP,20190801,,20,Chasing,0,0,0,0,Male Pairs,Agonistic
1255,927693,YMP,20190801,,21,Chasing,0,0,0,0,Male Pairs,Agonistic
1256,927693,YMP,20190801,,22,Chasing,0,0,0,0,Male Pairs,Agonistic
1257,927693,YMP,20190801,,23,Chasing,0,0,0,0,Male Pairs,Agonistic
1258,927693,YMP,20190802,,00,Chasing,0,0,0,0,Male Pairs,Agonistic
1259,927693,YMP,20190802,,01,Chasing,0,0,0,0,Male Pairs,Agonistic
1260,927693,YMP,20190802,,02,Chasing,0,0,0,0,Male Pairs,Agonistic
1261,927693,YMP,20190802,,03,Chasing,0,0,0,0,Male Pairs,Agonistic
1262,927693,YMP,20190802,,04,Chasing,0,0,0,0,Male Pairs,Agonistic
1263,927693,YMP,20190802,,05,Chasing,0,0,0,0,Male Pairs,Agonistic
1264,927693,YMP,20190806,,21,Chasing,0,0,0,0,Male Pairs,Agonistic
1265,927693,YMP,20190806,,22,Chasing,0,0,0,0,Male Pairs,Agonistic
1266,927693,YMP,20190806,,23,Chasing,0,0,0,0,Male Pairs,Agonistic
1267,927693,YMP,20190807,,00,Chasing,0,0,0,0,Male Pairs,Agonistic
1268,927693,YMP,20190807,,01,Chasing,0,0,0,0,Male Pairs,Agonistic
1269,927693,YMP,20190807,,02,Chasing,0,0,0,0,Male Pairs,Agonistic
1270,927693,YMP,20190807,,03,Chasing,0,0,0,0,Male Pairs,Agonistic
1271,927693,YMP,20190807,,04,Chasing,0,0,0,0,Male Pairs,Agonistic
1272,927693,YMP,20190807,,05,Chasing,0,0,0,0,Male Pairs,Agonistic
1273,927693,YMP,20190807,,20,Chasing,0,0,0,0,Male Pairs,Agonistic
1274,927693,YMP,20190807,,21,Chasing,0,0,0,0,Male Pairs,Agonistic
1275,927693,YMP,20190807,,22,Chasing,0,0,0,0,Male Pairs,Agonistic
1276,927693,YMP,20190807,,23,Chasing,0,0,0,0,Male Pairs,Agonistic
1277,927693,YMP,20190808,,00,Chasing,0,0,0,0,Male Pairs,Agonistic
1278,927693,YMP,20190808,,01,Chasing,0,0,0,0,Male Pairs,Agonistic
1279,927693,YMP,20190808,,02,Chasing,0,0,0,0,Male Pairs,Agonistic
1280,927693,YMP,20190808,,03,Chasing,0,0,0,0,Male Pairs,Agonistic
1281,927693,YMP,20190808,,04,Chasing,0,1,1,6.666666667,Male Pairs,Agonistic
1282,927693,YMP,20190808,,05,Chasing,0,1,1,6.666666667,Male Pairs,Agonistic
1283,927693,YMP,20190808,,20,Chasing,0,0,0,0,Male Pairs,Agonistic
1284,927693,YMP,20190808,,21,Chasing,0,0,0,0,Male Pairs,Agonistic
1285,927693,YMP,20190808,,22,Chasing,0,0,0,0,Male Pairs,Agonistic
1286,927693,YMP,20190808,,23,Chasing,0,0,0,0,Male Pairs,Agonistic
1287,927693,YMP,20190809,,00,Chasing,0,0,0,0,Male Pairs,Agonistic
1288,927693,YMP,20190809,,01,Chasing,0,0,0,0,Male Pairs,Agonistic
1289,927693,YMP,20190809,,02,Chasing,0,0,0,0,Male Pairs,Agonistic
1290,927693,YMP,20190809,,03,Chasing,0,0,0,0,Male Pairs,Agonistic
1291,927693,YMP,20190809,,04,Chasing,0,0,0,0,Male Pairs,Agonistic
1292,927693,YMP,20190809,,05,Chasing,0,1,1,6.666666667,Male Pairs,Agonistic
1293,957162,YFP,20190731,,00,Chasing,0,0,0,0,Female Pairs,Agonistic
1294,957162,YFP,20190731,,01,Chasing,0,3,3,20,Female Pairs,Agonistic
1295,957162,YFP,20190731,,02,Chasing,0,3,3,20,Female Pairs,Agonistic
1296,957162,YFP,20190731,,03,Chasing,0,0,0,0,Female Pairs,Agonistic
1297,957162,YFP,20190731,,04,Chasing,0,2,2,13.33333333,Female Pairs,Agonistic
1298,957162,YFP,20190731,,05,Chasing,0,0,0,0,Female Pairs,Agonistic
1299,957162,YFP,20190731,,20,Chasing,0,0,0,0,Female Pairs,Agonistic
1300,957162,YFP,20190731,,21,Chasing,0,3,3,20,Female Pairs,Agonistic
1301,957162,YFP,20190731,,22,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1302,957162,YFP,20190731,,23,Chasing,0,2,2,13.33333333,Female Pairs,Agonistic
1303,957162,YFP,20190801,,00,Chasing,0,0,0,0,Female Pairs,Agonistic
1304,957162,YFP,20190801,,01,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1305,957162,YFP,20190801,,02,Chasing,0,0,0,0,Female Pairs,Agonistic
1306,957162,YFP,20190801,,03,Chasing,0,2,2,13.33333333,Female Pairs,Agonistic
1307,957162,YFP,20190801,,04,Chasing,0,2,2,13.33333333,Female Pairs,Agonistic
1308,957162,YFP,20190801,,05,Chasing,0,0,0,0,Female Pairs,Agonistic
1309,957162,YFP,20190801,,20,Chasing,0,0,0,0,Female Pairs,Agonistic
1310,957162,YFP,20190801,,21,Chasing,0,2,2,13.33333333,Female Pairs,Agonistic
1311,957162,YFP,20190801,,22,Chasing,0,3,3,20,Female Pairs,Agonistic
1312,957162,YFP,20190801,,23,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1313,957162,YFP,20190802,,00,Chasing,0,5,5,33.33333333,Female Pairs,Agonistic
1314,957162,YFP,20190802,,01,Chasing,0,0,0,0,Female Pairs,Agonistic
1315,957162,YFP,20190802,,03,Chasing,0,3,3,20,Female Pairs,Agonistic
1316,957162,YFP,20190802,,04,Chasing,0,3,3,20,Female Pairs,Agonistic
1317,957162,YFP,20190802,,05,Chasing,0,8,8,53.33333333,Female Pairs,Agonistic
1318,957162,YFP,20190806,,21,Chasing,0,2,2,13.33333333,Female Pairs,Agonistic
1319,957162,YFP,20190806,,22,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1320,957162,YFP,20190806,,23,Chasing,0,4,4,26.66666667,Female Pairs,Agonistic
1321,957162,YFP,20190807,,00,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1322,957162,YFP,20190807,,01,Chasing,0,0,0,0,Female Pairs,Agonistic
1323,957162,YFP,20190807,,02,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1324,957162,YFP,20190807,,03,Chasing,0,2,2,13.33333333,Female Pairs,Agonistic
1325,957162,YFP,20190807,,04,Chasing,0,3,3,20,Female Pairs,Agonistic
1326,957162,YFP,20190807,,05,Chasing,0,3,3,20,Female Pairs,Agonistic
1327,957162,YFP,20190807,,20,Chasing,0,0,0,0,Female Pairs,Agonistic
1328,957162,YFP,20190807,,21,Chasing,0,2,2,13.33333333,Female Pairs,Agonistic
1329,957162,YFP,20190807,,22,Chasing,0,4,4,26.66666667,Female Pairs,Agonistic
1330,957162,YFP,20190807,,23,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1331,957162,YFP,20190808,,00,Chasing,0,0,0,0,Female Pairs,Agonistic
1332,957162,YFP,20190808,,01,Chasing,0,0,0,0,Female Pairs,Agonistic
1333,957162,YFP,20190808,,02,Chasing,0,0,0,0,Female Pairs,Agonistic
1334,957162,YFP,20190808,,03,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1335,957162,YFP,20190808,,04,Chasing,0,3,3,20,Female Pairs,Agonistic
1336,957162,YFP,20190808,,05,Chasing,0,0,0,0,Female Pairs,Agonistic
1337,957162,YFP,20190808,,20,Chasing,0,0,0,0,Female Pairs,Agonistic
1338,957162,YFP,20190808,,21,Chasing,0,4,4,26.66666667,Female Pairs,Agonistic
1339,957162,YFP,20190808,,22,Chasing,0,0,0,0,Female Pairs,Agonistic
1340,957162,YFP,20190808,,23,Chasing,0,2,2,13.33333333,Female Pairs,Agonistic
1341,957162,YFP,20190809,,00,Chasing,0,0,0,0,Female Pairs,Agonistic
1342,957162,YFP,20190809,,01,Chasing,0,6,6,40,Female Pairs,Agonistic
1343,957162,YFP,20190809,,02,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1344,957162,YFP,20190809,,03,Chasing,0,4,4,26.66666667,Female Pairs,Agonistic
1345,957162,YFP,20190809,,04,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1346,957162,YFP,20190809,,05,Chasing,0,7,7,46.66666667,Female Pairs,Agonistic
1347,957162,YFP,20190815,,20,Chasing,0,0,0,0,Female Pairs,Agonistic
1348,957162,YFP,20190815,,21,Chasing,0,2,2,13.33333333,Female Pairs,Agonistic
1349,957162,YFP,20190815,,22,Chasing,0,0,0,0,Female Pairs,Agonistic
1350,957162,YFP,20190815,,23,Chasing,0,0,0,0,Female Pairs,Agonistic
1351,957162,YFP,20190816,,00,Chasing,0,0,0,0,Female Pairs,Agonistic
1352,957162,YFP,20190816,,01,Chasing,0,0,0,0,Female Pairs,Agonistic
1353,957162,YFP,20190816,,02,Chasing,0,5,5,33.33333333,Female Pairs,Agonistic
1354,957162,YFP,20190816,,03,Chasing,0,0,0,0,Female Pairs,Agonistic
1355,957162,YFP,20190816,,04,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1356,957162,YFP,20190816,,05,Chasing,0,2,2,13.33333333,Female Pairs,Agonistic
1357,957162,YFP,20190816,,20,Chasing,0,0,0,0,Female Pairs,Agonistic
1358,957162,YFP,20190816,,21,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1359,957162,YFP,20190816,,22,Chasing,0,0,0,0,Female Pairs,Agonistic
1360,957162,YFP,20190816,,23,Chasing,0,0,0,0,Female Pairs,Agonistic
1361,957162,YFP,20190817,,00,Chasing,0,0,0,0,Female Pairs,Agonistic
1362,957162,YFP,20190817,,01,Chasing,0,2,2,13.33333333,Female Pairs,Agonistic
1363,957162,YFP,20190817,,02,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1364,957162,YFP,20190817,,03,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1365,957162,YFP,20190817,,04,Chasing,0,0,0,0,Female Pairs,Agonistic
1366,957162,YFP,20190817,,05,Chasing,0,0,0,0,Female Pairs,Agonistic
1367,957162,YFP,20190817,,20,Chasing,0,0,0,0,Female Pairs,Agonistic
1368,957162,YFP,20190817,,21,Chasing,0,2,2,13.33333333,Female Pairs,Agonistic
1369,957162,YFP,20190817,,22,Chasing,0,0,0,0,Female Pairs,Agonistic
1370,957162,YFP,20190817,,23,Chasing,0,0,0,0,Female Pairs,Agonistic
1371,957162,YFP,20190818,,00,Chasing,0,2,2,13.33333333,Female Pairs,Agonistic
1372,957162,YFP,20190818,,01,Chasing,0,0,0,0,Female Pairs,Agonistic
1373,957162,YFP,20190818,,02,Chasing,0,0,0,0,Female Pairs,Agonistic
1374,957162,YFP,20190818,,03,Chasing,0,2,2,13.33333333,Female Pairs,Agonistic
1375,957162,YFP,20190818,,04,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1376,957162,YFP,20190818,,05,Chasing,0,0,0,0,Female Pairs,Agonistic
1377,957162,YFP,20190818,,20,Chasing,0,0,0,0,Female Pairs,Agonistic
1378,957162,YFP,20190818,,21,Chasing,0,5,5,33.33333333,Female Pairs,Agonistic
1379,957162,YFP,20190818,,22,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1380,957162,YFP,20190818,,23,Chasing,0,0,0,0,Female Pairs,Agonistic
1381,957162,YFP,20190819,,00,Chasing,0,0,0,0,Female Pairs,Agonistic
1382,957162,YFP,20190819,,01,Chasing,0,2,2,13.33333333,Female Pairs,Agonistic
1383,957162,YFP,20190819,,02,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1384,957162,YFP,20190819,,03,Chasing,0,1,1,6.666666667,Female Pairs,Agonistic
1385,957162,YFP,20190819,,04,Chasing,0,3,3,20,Female Pairs,Agonistic
1386,957162,YFP,20190819,,05,Chasing,0,0,0,0,Female Pairs,Agonistic
1387,990342,AFP,20200121,,20,Chasing,0,0,0,0,Aged Females,Agonistic
1388,990342,AFP,20200121,,21,Chasing,0,0,0,0,Aged Females,Agonistic
1389,990342,AFP,20200121,,22,Chasing,0,0,0,0,Aged Females,Agonistic
1390,990342,AFP,20200121,,23,Chasing,0,0,0,0,Aged Females,Agonistic
1391,990342,AFP,20200122,,00,Chasing,0,0,0,0,Aged Females,Agonistic
1392,990342,AFP,20200122,,01,Chasing,0,0,0,0,Aged Females,Agonistic
1393,990342,AFP,20200122,,02,Chasing,0,0,0,0,Aged Females,Agonistic
1394,990342,AFP,20200122,,03,Chasing,0,0,0,0,Aged Females,Agonistic
1395,990342,AFP,20200122,,04,Chasing,0,0,0,0,Aged Females,Agonistic
1396,990342,AFP,20200122,,05,Chasing,0,0,0,0,Aged Females,Agonistic
1397,990342,AFP,20200122,,20,Chasing,0,0,0,0,Aged Females,Agonistic
1398,990342,AFP,20200122,,21,Chasing,0,0,0,0,Aged Females,Agonistic
1399,990342,AFP,20200122,,22,Chasing,0,0,0,0,Aged Females,Agonistic
1400,990342,AFP,20200122,,23,Chasing,0,0,0,0,Aged Females,Agonistic
1401,990342,AFP,20200123,,00,Chasing,0,0,0,0,Aged Females,Agonistic
1402,990342,AFP,20200123,,01,Chasing,0,0,0,0,Aged Females,Agonistic
1403,990342,AFP,20200123,,02,Chasing,0,0,0,0,Aged Females,Agonistic
1404,990342,AFP,20200123,,03,Chasing,0,0,0,0,Aged Females,Agonistic
1405,990342,AFP,20200123,,04,Chasing,0,0,0,0,Aged Females,Agonistic
1406,990342,AFP,20200123,,05,Chasing,0,0,0,0,Aged Females,Agonistic
1407,990342,AFP,20200123,,20,Chasing,0,0,0,0,Aged Females,Agonistic
1408,990342,AFP,20200123,,21,Chasing,0,0,0,0,Aged Females,Agonistic
1409,990342,AFP,20200123,,22,Chasing,0,0,0,0,Aged Females,Agonistic
1410,990342,AFP,20200123,,23,Chasing,0,0,0,0,Aged Females,Agonistic
1411,990342,AFP,20200124,,00,Chasing,0,0,0,0,Aged Females,Agonistic
1412,990342,AFP,20200124,,01,Chasing,0,0,0,0,Aged Females,Agonistic
1413,990342,AFP,20200124,,02,Chasing,0,0,0,0,Aged Females,Agonistic
1414,990342,AFP,20200124,,03,Chasing,0,0,0,0,Aged Females,Agonistic
1415,990342,AFP,20200124,,04,Chasing,0,0,0,0,Aged Females,Agonistic
1416,990342,AFP,20200124,,05,Chasing,0,0,0,0,Aged Females,Agonistic
1417,990342,AFP,20200130,,20,Chasing,0,0,0,0,Aged Females,Agonistic
1418,990342,AFP,20200130,,21,Chasing,0,0,0,0,Aged Females,Agonistic
